ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description,species_id
Madagascar,Boophis liami,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,Boophis liami is a species of frogs in the family Mantellidae.,98717798-cf9e-442d-8925-e77e52ac8702
Madagascar,Mantidactylus pauliani,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/a/aa/Mantidactylus_pauliani01.jpg,Wikimedia Commons,"Mantidactylus pauliani is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical moist montane forests, subtropical or tropical high-altitude grassland, and rivers.
It is threatened by habitat loss.",a3286945-ac42-4cef-bc3f-1fe5c8472f4b
Madagascar,Boophis elenae,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/20/Boophis_elenae02.jpg,Wikimedia Commons,"Boophis elenae is a species of frog in the family Mantellidae. It is endemic to Madagascar, known only from Ranomafana National Park and Farimazava Forest in Antoetra. Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, rivers, arable land, plantations, rural gardens, and heavily degraded former forest. Boophis elenae is threatened by habitat loss for agriculture, timber extraction, charcoal manufacturing, invasive eucalyptus, livestock grazing and expanding human settlements.",f27ebe2f-2011-4e5b-8872-daf7d31ff50a
Madagascar,Mantella aurantiaca,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"The golden mantella is a small, terrestrial frog endemic to Madagascar. It has an extremely restricted distribution in three distinct areas centered on the town of Moramanga - Beparasy and Ambohibary Communes, Torotorofotsy Wetland northwest of Andasibe, and in the area of Ambakoana. Mantella aurantiaca is one of Madagascar's most threatened amphibian species due to its limited distribution in an area under tremendous anthropogenic pressure. It may also be threatened by over-collection for the pet trade.",77ec3c57-89d5-4605-bd00-1910b54a47f1
Madagascar,Mantella aurantiaca,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"The golden mantella is a small, terrestrial frog endemic to Madagascar. It has an extremely restricted distribution in three distinct areas centered on the town of Moramanga - Beparasy and Ambohibary Communes, Torotorofotsy Wetland northwest of Andasibe, and in the area of Ambakoana. Mantella aurantiaca is one of Madagascar's most threatened amphibian species due to its limited distribution in an area under tremendous anthropogenic pressure. It may also be threatened by over-collection for the pet trade.",5d464198-1109-4300-9dc5-2289ec3097fb
Madagascar,Platypelis alticola,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/f/fa/Platypelis_alticola_%2810.3897-zse.96.47088%29_Figure_6_%28cropped%29.jpg,Wikimedia Commons,"Platypelis alticola is a species of frog in the family Microhylidae.
It is endemic to Madagascar.
Its natural habitat is subtropical or tropical moist montane forests.
It is threatened by habitat loss.",6eddab86-6c8a-4978-823f-5c56bc312ab4
Madagascar,Boophis jaegeri,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e4/Boophis_Jaegeri_Andasibe_Madagascar.jpg,Wikimedia Commons,"Boophis jaegeri, also called the green skeleton frog, is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical moist lowland forests, rivers, plantations, and heavily degraded former forest.
It is threatened by habitat loss.",30c61964-71fe-4b8e-add0-1e9f00c9c3e7
Madagascar,Spinomantis microtis,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"Spinomantis microtis is a species of frog in the Mantellid subfamily Mantellinae, endemic to Madagascar.",a084b601-c41a-4250-87b5-bab92354f764
Madagascar,Anodonthyla hutchisoni,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Anodonthyla hutchisoni is a species of microhylidae frog.,ce44c75d-967b-40c3-b2fa-14956e8352d7
Madagascar,Gephyromantis eiselti,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"Gephyromantis eiselti, commonly known as Eiselt's Madagascar frog, is a species of frog in the family Mantellidae.",9914b434-0ad7-49d2-8c71-35eced026633
Madagascar,Stumpffia roseifemoralis,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Stumpffia roseifemoralis is a species of frog in the family Microhylidae.,cf998ae3-6921-42a0-942b-f77788a15f77
Madagascar,Mantidactylus madecassus,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"Mantidactylus madecassus, commonly known as the Andringitra Madagascar frog, is a species of frog in the family Mantellidae.",c9e34dcc-5467-422e-828e-1fd391e974cb
Madagascar,Rhombophryne guentherpetersi,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Rhombophryne guentherpetersi is a frog of the family Microhylidae.,02e8eb98-4a5c-42ca-9621-44e6a2ce7b81
Madagascar,Scaphiophryne gottlebei,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d1/Scaphiophryne_gottlebei02.jpg,Wikimedia Commons,"Scaphiophryne gottlebei, commonly known as the Malagasy rainbow frog, ornate hopper, rainbow burrowing frog, red rain frog or Gottlebe's narrow-mouthed frog, is one of the most highly decorated frogs from Madagascar. The primary threats to this endangered species are habitat loss and capture for the pet trade.",58d36dbe-1717-441a-a9c5-ab5d482f9d3a
Madagascar,Boophis schuboeae,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,Boophis schuboeae is a species of frog in the family Mantellidae.,2e45b804-37cc-4e7b-9d72-693e843c7525
Madagascar,Rhombophryne vaventy,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/2/2d/Rhombophryne-vaventy.jpg,Wikimedia Commons,Rhombophryne vaventy is a large species of frogs of the Madagascar endemic microhylid subfamily Cophylinae. It is one of the largest members of its genus.,de79ba24-42fe-4fad-83c9-2ad34468845c
Madagascar,Rhombophryne botabota,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/c/cd/Rhombophryne-botabota.jpg,Wikimedia Commons,Rhombophryne botabota is a medium-sized species of frogs of the Madagascar endemic microhylid subfamily Cophylinae. It is found in the montane rainforests of northern Madagascar. It was described in 2016 from seven specimens.,231c64b9-f5cf-4fd2-89a7-df74490ac527
Madagascar,Anodonthyla rouxae,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/8/81/Anodonthyla_rouxae.jpg,Wikimedia Commons,Anodonthyla rouxae is a species of frogs in the family Microhylidae. It is endemic to Madagascar. Its natural habitat is subtropical or tropical moist montane forests. It is threatened by habitat loss.,a2ce5ca6-39df-407e-82f0-9a2836eaaeb1
Madagascar,Stumpffia psologlossa,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Stumpffia psologlossa is a species of frog in the family Microhylidae.,3aded154-f7fa-42cc-a255-8f431bc52ab5
Madagascar,Boophis boehmei,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c5/Boophis_boehmei_12892048.jpg,Wikimedia Commons,"Boophis boehmei is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and rivers.
It is threatened by habitat loss.",5d50f90f-f4dc-4e1c-ab4e-2dbaa97f6895
Madagascar,Platypelis tsaratananaensis,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/e/e2/Platypelis_tsaratananaensis.jpg,Wikimedia Commons,Platypelis tsaratananaensis is a species of frog in the family Microhylidae.,1d4232db-c600-4ee7-ba1b-331a3ecfdab6
Madagascar,Mantidactylus albofrenatus,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/7/70/Eastern_Madagascar_Frog_%28Mantidactylus_albofrenatus%29_%287629586196%29.jpg,Wikimedia Commons,Mantidactylus albofrenatus is a species of frog in the family Mantellidae. It is endemic to eastern Madagascar near An'Ala and Andasibe. Common name eastern Madagascar frog has been proposed for it.,f26101b7-6dfc-437c-9e38-4544d235825b
Madagascar,Mantidactylus bourgati,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,Mantidactylus bourgati is a species of frog in the family Mantellidae.,5e0b6268-2b2d-48f7-b03c-1cce8e37676e
Madagascar,Rhombophryne testudo,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Rhombophryne testudo is a species of frog in the family Microhylidae.,ed0aa9ef-28da-443d-90c6-047318a9fa32
Madagascar,Boophis feonnyala,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,Boophis feonnyala is a species of frogs in the family Mantellidae.,31c981ab-7573-4b72-bbf5-b9a231601477
Madagascar,Mantella haraldmeieri,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/4/4c/Mantella_haraldmeieri.jpg,Wikimedia Commons,"The Haraldmeier's mantella is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical moist lowland forests and rivers.
It is threatened by habitat loss.",057a3fe1-e316-418a-b4b6-214c19583921
Madagascar,Boophis haematopus,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,Boophis haematopus is a species of frogs in the family Mantellidae.,9e04e910-6a56-4642-b930-bbeceee7fc58
Madagascar,Platypelis milloti,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Platypelis milloti is a species of frog in the family Microhylidae.,15f9cf4a-98c3-48b6-b9dc-2a4ccee78375
Madagascar,Gephyromantis tandroka,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Gephyromantis_tandroka_map-fr.svg/545px-Gephyromantis_tandroka_map-fr.svg.png,Wikimedia Commons,"Gephyromantis tandroka, commonly known as the Tandroka Madagascar frog, is a species of frog in the family Mantellidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and rivers. It is threatened by habitat loss.",7ca90fa1-4088-4931-b2e7-7235e90cd903
Madagascar,Gephyromantis striatus,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Gephyromantis_striatus_map-fr.svg/545px-Gephyromantis_striatus_map-fr.svg.png,Wikimedia Commons,"Gephyromantis striatus, commonly known as the wrinkled Madagascar frog, is a species of frog in the family Mantellidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical moist lowland forests and rivers. It is threatened by habitat loss.",ff31e077-33db-46e4-8070-3db22626eaec
Madagascar,Boophis brachychir,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3f/Boophis_brachychir.jpg,Wikimedia Commons,Boophis brachychir is a species of frog in the family Mantellidae.,fd67caa5-a7d0-42da-8333-c3715bb32d06
Madagascar,Cophyla occultans,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/5/56/Cophyla_occultans.jpg,Wikimedia Commons,"Cophyla occultans is a species of frog in the family Microhylidae. It is found on Nosy Be, its type locality, and adjacent mainland in northeastern Madagascar, including Ambolokopatrika, Anjanaharibe-Sud, Manantenina, Marojejy, Sambava, and Voloina.",eed57f84-f655-4659-a3d6-d3b8168fb48f
Madagascar,Cophyla occultans,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/5/56/Cophyla_occultans.jpg,Wikimedia Commons,"Cophyla occultans is a species of frog in the family Microhylidae. It is found on Nosy Be, its type locality, and adjacent mainland in northeastern Madagascar, including Ambolokopatrika, Anjanaharibe-Sud, Manantenina, Marojejy, Sambava, and Voloina.",8db5ed1a-8ad8-4f87-af83-733af5f43256
Madagascar,Boehmantis microtympanum,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Mantidactylus_microtympanum_map-fr.svg/545px-Mantidactylus_microtympanum_map-fr.svg.png,Wikimedia Commons,"Boehmantis is a genus of frogs in the mantellid subfamily Mantellinae. It is monotypic, being represented by a single species, Boehmantis microtympanum. The genus is endemic to Madagascar.",806996f2-942d-4f2d-8c1b-346510acfa4c
Madagascar,Gephyromantis rivicola,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Gephyromantis_rivicola_map-fr.svg/545px-Gephyromantis_rivicola_map-fr.svg.png,Wikimedia Commons,"Gephyromantis rivicola, commonly known as the lesser stream Madagascar frog, is a species of frog in the family Mantellidae. It is endemic to Madagascar. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss.",0a89a1c8-20a9-4980-b2e6-7570093e4a1d
Madagascar,Gephyromantis ambohitra,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"Gephyromantis ambohitra, commonly known as the Montagne d'Ambre Madagascar frog, is a species of frog in the family Mantellidae.",d24f1bac-4ad0-4fff-a753-2e25640c107d
Madagascar,Boophis popi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Boophis_popi_relief_map.svg/426px-Boophis_popi_relief_map.svg.png,Wikimedia Commons,"Boophis popi is a nocturnal species of skeleton frog endemic to the forests of Madagascar. It is characterized by its red irises and distinctly elevated reticulations on the dorsum. It is brown and gray, has slender limbs, a pulsating call, and is slightly larger than similar frogs in its genus. The species was described in 2011 and is named after the company ""pop-interactive GmbH"".",103c57be-d699-420e-9d35-26c8892a87ba
Madagascar,Boophis englaenderi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,Boophis englaenderi is a species of frog in the family Mantellidae.,900c1750-1f24-4627-b235-e4b24c37d3ab
Madagascar,Aglyptodactylus laticeps,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/8/83/Aglyptodactylus_laticeps.jpg,Wikimedia Commons,"Aglyptodactylus laticeps is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical dry forests and intermittent freshwater marshes.
It is threatened by habitat loss.",f8a7e425-05e3-4e31-b20a-294cf273e5c7
Madagascar,Gephyromantis silvanus,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/a/ac/Gephyromantis_silvanus.jpg,Wikimedia Commons,"Gephyromantis silvanus, commonly known as the Madagascar frog, is a species of frogs in the family Mantellidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical moist lowland forest and rivers. It is threatened by habitat loss.",954961df-694a-4b49-8c94-53c702c694d6
Madagascar,Gephyromantis silvanus,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/a/ac/Gephyromantis_silvanus.jpg,Wikimedia Commons,"Gephyromantis silvanus, commonly known as the Madagascar frog, is a species of frogs in the family Mantellidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical moist lowland forest and rivers. It is threatened by habitat loss.",474061cf-d917-4d87-89e3-a922fa8f2a7e
Madagascar,Mantella bernhardi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/b2/Mantella_bernhardi_03.jpg,Wikimedia Commons,"The Bernhard's mantella is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical moist lowland forests, rivers, swamps, and heavily degraded former forest.
It is threatened by habitat loss. Collection for the pet trade is strictly limited, as it could pose a threat to the species.",920b7d0e-099b-4e45-9fb9-9d8cb06fc3e7
Madagascar,Spinomantis tavaratra,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/2d/Spinomantis-tavaratra.jpg,Wikimedia Commons,Spinomantis tavaratra is a species of frogs in the mantellid subfamily Mantellinae. It is endemic to the humid forests of northwestern Madagascar.,ff003d76-dd98-42d0-8697-42f09f18c5ed
Madagascar,Gephyromantis cornutus,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Gephyromanti_cornutus_map-fr.svg/545px-Gephyromanti_cornutus_map-fr.svg.png,Wikimedia Commons,"Gephyromantis cornutus, commonly known as the horned Madagascar frog, is a species of frog in the family Mantellidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and rivers. It is threatened by habitat loss.",ccea082d-df87-4f87-8573-c03b59d3368f
Madagascar,Boophis miniatus,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e1/Golden_mantella.JPG,Wikimedia Commons,"Boophis miniatus, also known as the tiny bright-eyed frog, is a species of frog in the family Mantellidae.",be5cc791-cf8a-4771-a0d2-1dad2209a17d
Madagascar,Gephyromantis enki,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/f/f8/Gephyromantis_enki_%2815284659734%29.jpg,Wikimedia Commons,"Gephyromantis enki, commonly known as the Ambatolahy Madagascar frog, is a species of frog in the family Mantellidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and heavily degraded former forest. They are known for their light greenish yellow skin.",f177b7a3-04c9-4772-807b-41c58312da2e
Madagascar,Profundiconus jeanmartini,,GASTROPODA,VU,Marine,https://upload.wikimedia.org/wikipedia/commons/e/ed/Conus_borgesi_shell.png,Wikimedia Commons,"Profundiconus jeanmartini is a species of sea snail, a marine gastropod mollusk in the family Conidae, the cone snails and their allies.",99e53680-61c6-4507-b4a9-01aae7d3fc92
Madagascar,Astacoides crosnieri,,MALACOSTRACA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/a/a5/Astacoides_crosnieri_%28MNHN-IU-2014-23197%29_002.jpeg,Wikimedia Commons,"Astacoides crosnieri is a species of crustacean in family Parastacidae. It is endemic to Madagascar, being widespread in the former Province Fianatantsoa. A. crosnieri inhabits swampy areas at an elevation between 500 – 1000 m above sea level.",f0175083-8039-48e4-af60-954fea2b124a
Madagascar,Astacoides caldwelli,,MALACOSTRACA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/4/4e/Glon_et_al._2018_fig._5.jpg,Wikimedia Commons,Astacoides caldwelli is a species of crustacean in family Parastacidae.,228ce480-f242-4c49-a45c-200c7c6efa20
Madagascar,Astacoides betsileoensis,,MALACOSTRACA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3a/Astacoides_betsileoensis_03.jpg,Wikimedia Commons,"Astacoides betsileoensis is a species of crayfish in the family Parastacidae. It is endemic to Madagascar.
The populations are threatened by habitat loss due to land conversion as well as harvesting for food from locals and predation from introduced species. As of 2010 there were no specific measures for conservation apart from a minimum size limit of 10 cm for harvesting. In some areas, local rules and taboos help controlling the pressure from harvesting.",61f90c46-6374-4a5a-b4d7-084cba2cc407
Madagascar,Astacoides hobbsi,,MALACOSTRACA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/4/4e/Glon_et_al._2018_fig._5.jpg,Wikimedia Commons,Astacoides hobbsi is a species of southern crawfish in the family Parastacidae.,b3936b00-58e3-48be-9366-afd43ad50e58
Madagascar,Scaphiophryne madagascariensis,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/96/Kaloula_taprobanica_-_Salt_Lake_City_-_Kolkata_2012-08-16_0763.JPG,Wikimedia Commons,Scaphiophryne madagascariensis is a species of frog in the family Microhylidae.,34cfb606-0663-418c-b0b1-b97c22a69490
Madagascar,Spinomantis bertini,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/cd/Spinomantis_bertini_2.jpg,Wikimedia Commons,"Spinomantis bertini is a species of frog in the mantellid subfamily Mantellinae, endemic to Madagascar.",0efbb433-7ba3-4cb3-9b08-e3b00ff11c37
Madagascar,Rhombophryne coudreaui,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/4/47/Rhombophryne_coudreaui01.jpg,Wikimedia Commons,"Rhombophryne coudreaui is a species of frog in the family Microhylidae. It is endemic to northeastern Madagascar. The specific name coudreaui honours Jean Coudreau, a colonial forestry administrator in Madagascar who collected the holotype. Common names Coudreau's frog and Betampona digging frog have been coined for it.",3571fc9b-12fb-4100-8edb-281990e338b4
Madagascar,Mantella pulchra,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/4/4e/Mantella_pulchra01.jpg,Wikimedia Commons,"The beautiful mantella, Parker's mantella, or splendid mantella is a species of frogs in the family Mantellidae.",f7be7fcd-0972-4f74-a363-3eca504c682b
Madagascar,Gephyromantis blanci,,AMPHIBIA,NT,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Gephyromantis_blanci_map-fr.svg/545px-Gephyromantis_blanci_map-fr.svg.png,Wikimedia Commons,"Gephyromantis blanci, commonly known as the white Madagascar frog, is a species of frog in the family Mantellidae.
It is endemic to Madagascar and is found in the southeast of the island. Its natural habitat rainforest leaf litter; it tolerates some habitat degradation. It is not dependent on water and is presumed to reproduce through direct development. It is threatened by habitat loss. It occurs in Ranomafana, Midongy du sud, and Andringitra National Parks.",62347e5d-0a62-424d-ba05-0215f074d06a
Madagascar,Spinomantis elegans,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Mantidactylus_elegans_map-fr.svg/545px-Mantidactylus_elegans_map-fr.svg.png,Wikimedia Commons,"Spinomantis elegans is a species of frog in the Mantellid subfamily Mantellinae, endemic to Madagascar.",fd2b92ed-682e-4aba-9aa8-c9bed3defd24
Madagascar,Boophis rufioculis,,AMPHIBIA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f9/Boophis_rufioculis.jpg,Wikimedia Commons,"Boophis rufioculis is a species of frog in the family Mantellidae.
It is endemic to Madagascar.
Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and rivers.
It is threatened by habitat loss.",466af895-4a88-4ec7-9574-40130ecce4dc
Madagascar,Atractoscion aequidens,,ACTINOPTERYGII,NT,Marine,https://upload.wikimedia.org/wikipedia/commons/3/30/Atractoscion_aequidens.jpg,Wikimedia Commons,"The geelbeck croaker, also known as the African weakfish or Cape salmon, is a species of marine ray-finned fish belonging to the family Sciaenidae, the drums and croakers. This species is found in the southwestern Indian Ocean off southeastern Africa.",6f835aa2-12f3-4734-bfcc-753a7b351322
Madagascar,Anguilla bengalensis,,ACTINOPTERYGII,NT,Marine,https://upload.wikimedia.org/wikipedia/commons/f/fc/Anguilla_bengalensis_bengalensis.jpg,Wikimedia Commons,"The mottled eel, also known as the African mottled eel, the Indian longfin eel, the Indian mottled eel, the long-finned eel or the river eel, is a demersal, catadromous eel in the family Anguillidae. It was described by John McClelland in 1844. It is a tropical, freshwater eel which is known from East Africa, Bangladesh, Andaman Islands, Mozambique, Malawi, Sri Lanka, Sumatra, and Indonesia and recently from Madagascar. The eels spend most of their lives in freshwater at a depth range of 3–10 metres, but migrate to the Indian Ocean to breed. Males can reach a maximum total length of 121 centimetres and a maximum weight of 7,000 grams. The eels feed primarily off of benthic crustaceans, mollusks, finfish and worms.",0560e7e6-05cb-427c-8a25-7f3e3d8b3b23
Madagascar,Cleopatra grandidieri,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d3/Cleopatra_grandidieri_%28MNHN-IM-2000-27719%29.jpeg,Wikimedia Commons,"Cleopatra grandidieri is a species of freshwater snails with an operculum, aquatic gastropod molluscs in the family Paludomidae.",bfd208bb-2fac-42d0-a4c9-18e3691ddf2d
Madagascar,Cleopatra grandidieri,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d3/Cleopatra_grandidieri_%28MNHN-IM-2000-27719%29.jpeg,Wikimedia Commons,"Cleopatra grandidieri is a species of freshwater snails with an operculum, aquatic gastropod molluscs in the family Paludomidae.",fb04af17-5e0f-43cc-88c1-f263b50fb38c
Madagascar,Madagasikara spinosa,,GASTROPODA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3f/Madagasikara_spinosa_01.JPG,Wikimedia Commons,"Madagasikara spinosa is a species of tropical freshwater snail with a gill and an operculum, an aquatic gastropod mollusc in the family Pachychilidae.",d3d03057-b514-45e2-92e4-4f40747a9d1d
Madagascar,Aponogeton bernierianus,,LILIOPSIDA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flore_des_serres_v14_073a.jpg,Wikimedia Commons,"Aponogeton bernerianus is an aquatic plant from eastern Madagascar. It has a 3 cm thick tuber or thick and branchy rhizome. Leaf blade up to 13 cm petiolate, strap-shaped, highly bullate and undulate, up to 50(-120) cm long and 1.5-6.5(-10) cm wide, dark green coloration.
Peduncle up to 75 cm long, tapering towards the inflorescence. Spathe up to 15 mm long, caducous. Inflorescence with 3-15 up to 8-cm long spikes with omnilateral flowers; 2(3) white tepals; 6 stamens; 3(4) carpels with 2 ovules each. Fruit about 10 x 7 mm. Seed about 7x4 mm in size, simple testa.",3461704c-a02d-4c0c-bace-1320ba2fa5bb
Madagascar,Aponogeton bernierianus,,LILIOPSIDA,NT,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flore_des_serres_v14_073a.jpg,Wikimedia Commons,"Aponogeton bernerianus is an aquatic plant from eastern Madagascar. It has a 3 cm thick tuber or thick and branchy rhizome. Leaf blade up to 13 cm petiolate, strap-shaped, highly bullate and undulate, up to 50(-120) cm long and 1.5-6.5(-10) cm wide, dark green coloration.
Peduncle up to 75 cm long, tapering towards the inflorescence. Spathe up to 15 mm long, caducous. Inflorescence with 3-15 up to 8-cm long spikes with omnilateral flowers; 2(3) white tepals; 6 stamens; 3(4) carpels with 2 ovules each. Fruit about 10 x 7 mm. Seed about 7x4 mm in size, simple testa.",d1b28e04-de57-4b77-8fef-747f52b655d1
